1,CHROM,True,(),(),stft_estimator,True,12.836495588941878
2,CHROM,True,(),(),stft_estimator,False,2.021330262554858
3,CHROM,True,(),(),fft_estimator,True,5.2430105063581145
4,CHROM,True,(),(),fft_estimator,False,2.636873833845955
5,CHROM,True,(),(),welch_estimator,True,6.020248210299411
6,CHROM,True,(),(),welch_estimator,False,2.6529379124900774
7,CHROM,True,(),"('detrending_filter',)",stft_estimator,True,12.83334432843768
8,CHROM,True,(),"('detrending_filter',)",stft_estimator,False,2.005827684712126
9,CHROM,True,(),"('detrending_filter',)",fft_estimator,True,5.2430105063581145
10,CHROM,True,(),"('detrending_filter',)",fft_estimator,False,2.636873833845955
11,CHROM,True,(),"('detrending_filter',)",welch_estimator,True,6.020248210299411
12,CHROM,True,(),"('detrending_filter',)",welch_estimator,False,2.6529379124900774
13,CHROM,True,(),"('moving_average_filter',)",stft_estimator,True,10.84934116470868
14,CHROM,True,(),"('moving_average_filter',)",stft_estimator,False,2.21252615690149
15,CHROM,True,(),"('moving_average_filter',)",fft_estimator,True,5.2430105063581145
16,CHROM,True,(),"('moving_average_filter',)",fft_estimator,False,3.0985715564132423
17,CHROM,True,(),"('moving_average_filter',)",welch_estimator,True,6.043660908712111
18,CHROM,True,(),"('moving_average_filter',)",welch_estimator,False,2.572925413972781
19,CHROM,True,(),"('butterworth_bp_filter',)",stft_estimator,True,9.865448937359869
20,CHROM,True,(),"('butterworth_bp_filter',)",stft_estimator,False,5.582638181365059
21,CHROM,True,(),"('butterworth_bp_filter',)",fft_estimator,True,7.208878924118594
22,CHROM,True,(),"('butterworth_bp_filter',)",fft_estimator,False,5.424577321037932
23,CHROM,True,(),"('butterworth_bp_filter',)",welch_estimator,True,7.752925380546393
24,CHROM,True,(),"('butterworth_bp_filter',)",welch_estimator,False,5.718760839968361
25,CHROM,True,(),"('fir_bp_filter',)",stft_estimator,True,15.378536868172475
26,CHROM,True,(),"('fir_bp_filter',)",stft_estimator,False,2.0090193053861496
27,CHROM,True,(),"('fir_bp_filter',)",fft_estimator,True,5.346185109532717
28,CHROM,True,(),"('fir_bp_filter',)",fft_estimator,False,2.4702071671792885
